;SEASON;PLAYER_ID;FIRST_NAME;LAST_NAME;PLAYER_NAME;POSITION;HEIGHT_WO_SHOES;HEIGHT_WO_SHOES_FT_IN;HEIGHT_W_SHOES;HEIGHT_W_SHOES_FT_IN;WEIGHT;WINGSPAN;WINGSPAN_FT_IN;STANDING_REACH;STANDING_REACH_FT_IN;BODY_FAT_PCT;HAND_LENGTH;HAND_WIDTH;STANDING_VERTICAL_LEAP;MAX_VERTICAL_LEAP;LANE_AGILITY_TIME;MODIFIED_LANE_AGILITY_TIME;THREE_QUARTER_SPRINT;BENCH_PRESS;SPOT_FIFTEEN_CORNER_LEFT;SPOT_FIFTEEN_BREAK_LEFT;SPOT_FIFTEEN_TOP_KEY;SPOT_FIFTEEN_BREAK_RIGHT;SPOT_FIFTEEN_CORNER_RIGHT;SPOT_COLLEGE_CORNER_LEFT;SPOT_COLLEGE_BREAK_LEFT;SPOT_COLLEGE_TOP_KEY;SPOT_COLLEGE_BREAK_RIGHT;SPOT_COLLEGE_CORNER_RIGHT;SPOT_NBA_CORNER_LEFT;SPOT_NBA_BREAK_LEFT;SPOT_NBA_TOP_KEY;SPOT_NBA_BREAK_RIGHT;SPOT_NBA_CORNER_RIGHT;OFF_DRIB_FIFTEEN_BREAK_LEFT;OFF_DRIB_FIFTEEN_TOP_KEY;OFF_DRIB_FIFTEEN_BREAK_RIGHT;OFF_DRIB_COLLEGE_BREAK_LEFT;OFF_DRIB_COLLEGE_TOP_KEY;OFF_DRIB_COLLEGE_BREAK_RIGHT;ON_MOVE_FIFTEEN;ON_MOVE_COLLEGE;Year
80;2019;1629634;Brandon;Clarke;Brandon Clarke;SF;79,25;6' 7.25'';80,25;6' 8.25'';207.2;80,25;6' 8.25'';102,0;8' 6'';4,9;8,25;9,5;34,0;40,5;10,61;3,05;3,15;10.0;4-5;4-5;4-5;4-5;2-4;;;;;;2-5;3-5;1-5;3-5;2-5;3-4;2-4;3-4;;;;20-32;;2019
81;2019;1629651;Nicolas;Claxton;Nicolas Claxton;C;82,0;6' 10'';83,75;6' 11.75'';216.6;86,5;7' 2.5'';110,0;9' 2'';4,5;9,25;9,5;31,5;36,5;11,26;3,47;3,36;8.0;;;;;;1-5;3-5;5-5;3-5;3-5;2-5;4-5;3-5;2-5;3-5;3-4;3-4;0-4;;;;9-28;;2019
82;2019;1629076;Tyler;Cook;Tyler Cook;PF;79,25;6' 7.25'';80,75;6' 8.75'';245.4;84,5;7' 0.5'';106,5;8' 10.5'';6,1;9,5;10,75;27,5;32,0;11,32;3,1;3,28;11.0;;;;;;3-5;4-5;3-5;1-5;3-5;3-5;3-5;2-5;3-5;0-5;0-4;2-4;1-4;;;;15-30;;2019
83;2019;1629633;Jarrett;Culver;Jarrett Culver;SG;77,25;6' 5.25'';78,75;6' 6.75'';194.2;81,5;6' 9.5'';100,5;8' 4.5'';5,0;8,25;8,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019
84;2019;1629056;Terence;Davis;Terence Davis;SG;75,0;6' 3'';76,5;6' 4.5'';192.4;80,75;6' 8.75'';101,0;8' 5'';4,1;9,25;10,75;29,5;34,0;10,69;2,96;3,28;13.0;;;;;;5-5;3-5;2-5;3-5;4-5;4-5;3-5;5-5;3-5;4-5;3-4;3-4;2-4;;;;20-33;;2019
85;2019;1629652;Luguentz;Dort;Luguentz Dort;PG;74,75;6' 2.75'';76,25;6' 4.25'';222.2;80,5;6' 8.5'';99,5;8' 3.5'';5,0;8,5;9,0;32,5;38,0;10,79;3,13;3,22;14.0;;;;;;;;;;;;;;;;;;;;;;;;2019
86;2019;1629653;Devon;Dotson;Devon Dotson;PG;72,0;6' 0'';74,0;6' 2'';178.6;75,25;6' 3.25'';95,5;7' 11.5'';5,9;8,25;9,5;30,0;38,5;10,63;2,8;3,04;7.0;;;;;;1-5;3-5;3-5;3-5;4-5;4-5;3-5;3-5;2-5;3-5;2-4;3-4;1-4;;;;22-32;;2019
87;2019;1629654;Carsen;Edwards;Carsen Edwards;PG;70,75;5' 10.75'';72,25;6' 0.25'';199.4;78,0;6' 6'';94,5;7' 10.5'';5,5;8,75;9,0;28,5;34,0;10,53;2,82;3,22;14.0;4-5;4-5;4-5;4-5;5-5;;;;;;4-4;3-5;3-5;3-5;2-5;3-4;3-4;1-4;;;;21-33;;2019
88;2019;1629605;Tacko;Fall;Tacko Fall;C;89,25;7' 5.25'';91,0;7' 7'';288.8;98,25;8' 2.25'';122,5;10' 2.5'';6,8;10,5;10,5;22,0;26,5;13,01;3,46;3,78;8.0;;;;;;0-5;1-5;0-5;2-5;1-5;1-5;0-5;1-5;1-5;0-5;2-4;2-4;0-4;;;;19-32;;2019
89;2019;1628981;Bruno;Fernando;Bruno Fernando;C;80,75;6' 8.75'';82,25;6' 10.25'';237;87,25;7' 3.25'';110,0;9' 2'';5,4;9,25;10,0;29,5;33,5;11,29;3,05;3,21;13.0;;;;;;;;;;;;;;;;;;;;;;22-31;;2019
90;2019;1629655;Daniel;Gafford;Daniel Gafford;PF;81,25;6' 9.25'';82,5;6' 10.5'';237.6;86,5;7' 2.25'';110,0;9' 2'';5,9;9,25;9,25;32,5;36,5;11,61;3,19;3,25;5.0;;;;;;;;;;;;;;;;;;;;;;;;2019
91;2019;1629636;Darius;Garland;Darius Garland;PG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019
92;2019;1629656;Quentin;Grimes;Quentin Grimes;SG;76,0;6' 4'';77,25;6' 5.25'';209.6;79,75;6' 7.75'';100,5;8' 4.5'';8,4;8,25;10,0;27,5;36,0;10,83;3,28;3,2;6.0;;;;;;4-5;2-5;3-5;4-5;3-5;3-5;4-5;2-5;3-5;4-5;3-4;3-4;3-4;3-4;3-4;1-4;6-10;7-10;2019
93;2019;1629657;Kyle;Guy;Kyle Guy;SG;72,75;6' 0.75'';74,25;6' 2.25'';167.8;76,5;6' 4.5'';95,5;7' 11.5'';5,7;8,0;8,75;30,5;36,5;10,48;3,07;3,27;4.0;;;;;;4-5;5-5;2-5;5-5;4-5;4-5;4-5;3-5;5-5;4-5;2-4;2-4;4-4;;;;23-39;;2019
94;2019;1628986;Jaylen;Hands;Jaylen Hands;PG;73,5;6' 1.5'';75,0;6' 3'';180.4;77,5;6' 5.5'';97,0;8' 1'';5,1;8,0;8,25;33,0;41,5;10,73;3,03;3,12;6.0;;;;;;3-5;4-5;3-5;4-5;3-5;2-5;2-5;4-5;4-5;3-5;;;;3-4;2-4;1-4;22-32;;2019
95;2019;1629607;Jared;Harper;Jared Harper;PG;69,75;5' 9.75'';71,0;5' 11'';169.2;77,5;6' 5.5'';94,0;7' 10'';3,9;8,25;9,5;33,5;40,5;10,77;3,02;3,04;8.0;;;;;;4-5;5-5;4-5;3-5;5-5;5-5;4-5;4-5;4-5;4-5;0-4;2-4;2-4;;;;17-30;;2019
96;2019;1629637;Jaxson;Hayes;Jaxson Hayes;PF;82,25;6' 10.25'';83,5;6' 11.5'';218.6;87,5;7' 3.5'';110,5;9' 2.5'';5,0;9,25;10,5;27,0;34,5;11,74;3,23;3,37;5.0;;;;;;;;;;;;;;;;;;;;;;;;2019
97;2019;1629608;Dewan;Hernandez;Dewan Hernandez;C;81,0;6' 9'';82,25;6' 10.25'';232.8;85,75;7' 1.75'';107,0;8' 11'';6,1;9,5;10,25;30,5;35,5;11,46;3,25;3,28;13.0;;;;;;3-5;3-5;1-5;2-5;4-5;3-5;1-5;3-5;4-5;2-5;3-4;2-4;3-4;3-4;2-4;2-4;5-12;8-12;2019
98;2019;1629639;Tyler;Herro;Tyler Herro;SG;76,5;6' 4.5'';78,0;6' 6'';192.4;75,25;6' 3.25'';100,5;8' 4.5'';7,1;8,0;8,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019
99;2019;1629658;Jalen;Hoard;Jalen Hoard;PF;79,25;6' 7.25'';81,0;6' 9'';212.6;84,75;7' 0.75'';105,5;8' 9.5'';6,7;8,75;9,75;27,5;35,5;11,44;3,32;3,34;8.0;;;;;;2-5;1-5;3-5;4-5;0-5;4-5;3-5;2-5;2-5;3-5;3-4;2-4;1-4;;;;19-30;;2019
100;2019;1629659;Talen;Horton-Tucker;Talen Horton-Tucker;SG;74,5;6' 2.5'';76,0;6' 4'';235.4;85,25;7' 1.25'';103,0;8' 7'';8,4;9,5;9,75;26,0;34,5;11,34;3,43;3,34;10.0;;;;;;;;;;;;;;;;;;;;;;;;2019
101;2019;1629631;De'Andre;Hunter;De'Andre Hunter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019
102;2019;1629610;DaQuan;Jeffries;DaQuan Jeffries;SF-PF;76,0;6' 4'';77,0;6' 5'';215.6;83,25;6' 11.25'';104,0;8' 8'';3,9;9,5;10,25;;;;;;;;;;;;4-6;5-6;3-4;5-5;4-5;3-5;4-6;2-6;3-5;4-5;2-4;3-4;1-4;;;;17-31;;2019
